type,headline,url,date
Press Release,Justice Department Reaches Settlement with Citizens Republic Bancorp Inc. and Citizens Bank Regarding Alleged Lending Discrimination in Detroit,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-citizens-republic-bancorp-inc-and-citizens-bank"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Citizens Republic Bancorp Inc. and Citizens Bank Regarding Alleged Lending Discrimination in Detroit</span>
</a>",2011-05-05
Press Release,Federal Officials Close the Investigation Involving Pittsburgh Bureau of Police Officers,"https://www.justice.gov<a href=""/opa/pr/federal-officials-close-investigation-involving-pittsburgh-bureau-police-officers"" rel=""bookmark"">
<span class=""field-formatter--string"">Federal Officials Close the Investigation Involving Pittsburgh Bureau of Police Officers</span>
</a>",2011-05-04
Press Release,Washington Man Agrees to Order Barring Him from Reproductive Clinic and Surroundings,"https://www.justice.gov<a href=""/opa/pr/washington-man-agrees-order-barring-him-reproductive-clinic-and-surroundings"" rel=""bookmark"">
<span class=""field-formatter--string"">Washington Man Agrees to Order Barring Him from Reproductive Clinic and Surroundings</span>
</a>",2011-05-04
Press Release,Justice Department Reaches Agreement with Arizona Medical Center to Ensure Effective Communication with Individuals Who Are Deaf or Hard of Hearing,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-arizona-medical-center-ensure-effective-communication"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Arizona Medical Center to Ensure Effective Communication with Individuals Who Are Deaf or Hard of Hearing</span>
</a>",2011-05-02
Press Release,Justice Department Files Motion to Ensure That Mississippi School District Complies with Desegregation Orders,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-motion-ensure-mississippi-school-district-complies-desegregation"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Motion to Ensure That Mississippi School District Complies with Desegregation Orders</span>
</a>",2011-05-02
Press Release,"Three Men Sentenced on Federal Hate Crime Charges Related to Desecration of Synagogue and Churches in Modesto, California","https://www.justice.gov<a href=""/opa/pr/three-men-sentenced-federal-hate-crime-charges-related-desecration-synagogue-and-churches"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Men Sentenced on Federal Hate Crime Charges Related to Desecration of Synagogue and Churches in Modesto, California</span>
</a>",2011-04-29
Press Release,"Three Sentenced for Involvement in Civil Rights Conspiracy and Cover-Up in Connection with Cross-Burning in Athens, Louisiana","https://www.justice.gov<a href=""/opa/pr/three-sentenced-involvement-civil-rights-conspiracy-and-cover-connection-cross-burning-athens"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Sentenced for Involvement in Civil Rights Conspiracy and Cover-Up in Connection with Cross-Burning in Athens, Louisiana</span>
</a>",2011-04-28
Press Release,Former U.S. Probation Officer Pleads Guilty to Civil Rights and Sex Abuse Charges,"https://www.justice.gov<a href=""/opa/pr/former-us-probation-officer-pleads-guilty-civil-rights-and-sex-abuse-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">Former U.S. Probation Officer Pleads Guilty to Civil Rights and Sex Abuse Charges</span>
</a>",2011-04-28
Press Release,Louisiana Man Pleads Guilty to Federal Civil Rights Violations,"https://www.justice.gov<a href=""/opa/pr/louisiana-man-pleads-guilty-federal-civil-rights-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Louisiana Man Pleads Guilty to Federal Civil Rights Violations</span>
</a>",2011-04-28
Press Release,"Justice Department Signs Agreement with the City of Independence, Kansas, toEnsure Civic Access for People with Disabilities","https://www.justice.gov<a href=""/opa/pr/justice-department-signs-agreement-city-independence-kansas-toensure-civic-access-people"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Signs Agreement with the City of Independence, Kansas, toEnsure Civic Access for People with Disabilities</span>
</a>",2011-04-28
Press Release,Justice Department Reaches ADA Settlement to Make Law School Application Processes Accessible to Blind Applicants,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-ada-settlement-make-law-school-application-processes-accessible"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches ADA Settlement to Make Law School Application Processes Accessible to Blind Applicants</span>
</a>",2011-04-26
Press Release,Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against Wendy’s Franchise Owners in Maine,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-immigration-related-employment-discrimination-agains-1"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of <br>
Immigration-Related Employment Discrimination Against <br>
Wendy’s Franchise Owners in Maine</br></br></span>
</a>",2011-04-26
Press Release,Former Texas Correctional Officer Sentenced on Conviction Arising from Inmate Beating and Subsequent Cover-Up,"https://www.justice.gov<a href=""/opa/pr/former-texas-correctional-officer-sentenced-conviction-arising-inmate-beating-and-subsequent"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Texas Correctional Officer Sentenced on Conviction Arising from Inmate Beating and Subsequent Cover-Up</span>
</a>",2011-04-21
Press Release,"Colville, Wash., Man Indicted for Federal Hate Crime in Attempted Bombing of the MLK Unity March","https://www.justice.gov<a href=""/opa/pr/colville-wash-man-indicted-federal-hate-crime-attempted-bombing-mlk-unity-march"" rel=""bookmark"">
<span class=""field-formatter--string"">Colville, Wash., Man Indicted for Federal Hate Crime in Attempted Bombing of the MLK Unity March</span>
</a>",2011-04-21
Press Release,"Justice Department Reaches Agreement with Jefferson County, Texas, Drainage District Number Seven on Bailout from the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-jefferson-county-texas-drainage-district-number-seven"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Jefferson County, Texas, Drainage District Number Seven on Bailout from the Voting Rights Act</span>
</a>",2011-04-20
Press Release,New Jersey Man Sentenced for Threatening Employees of National Latino Civil Rights Organizations,"https://www.justice.gov<a href=""/opa/pr/new-jersey-man-sentenced-threatening-employees-national-latino-civil-rights-organizations"" rel=""bookmark"">
<span class=""field-formatter--string"">New Jersey Man Sentenced for Threatening Employees of National Latino Civil Rights Organizations</span>
</a>",2011-04-18
Speech,Assistant Attorney General for the Civil Rights Division Thomas E. Perez Speaks at the National Community Reinvestment Coalition Annual Conference Luncheon,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-civil-rights-division-thomas-e-perez-speaks-national-community"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General for the Civil Rights Division Thomas E. Perez Speaks at the National Community Reinvestment Coalition Annual Conference Luncheon</span>
</a>",2011-04-15
Press Release,Justice Department Files ADA Lawsuit Against Puerto Rico Department of Justice for Discriminatory Employment Practices,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-ada-lawsuit-against-puerto-rico-department-justice-discriminatory"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files ADA Lawsuit Against Puerto Rico Department of Justice for Discriminatory Employment Practices</span>
</a>",2011-04-14
Press Release,Massachusetts Man Convicted for Burning African-American Church,"https://www.justice.gov<a href=""/opa/pr/massachusetts-man-convicted-burning-african-american-church"" rel=""bookmark"">
<span class=""field-formatter--string"">Massachusetts Man Convicted for Burning African-American Church</span>
</a>",2011-04-14
Press Release,Two New Orleans Police Officers Convicted on Civil Rights and Obstruction of Justice Charges in Connection with the Beating Death of a Civilian,"https://www.justice.gov<a href=""/opa/pr/two-new-orleans-police-officers-convicted-civil-rights-and-obstruction-justice-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">Two New Orleans Police Officers Convicted on Civil Rights and Obstruction of Justice Charges in Connection with the Beating Death of a Civilian</span>
</a>",2011-04-13
Press Release,"Justice Department Files Lawsuit Against the Berkeley County, S.C., Sheriff’s Office for Violating the First Amendment and Inmate’s Right to Practice His Religion","https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-against-berkeley-county-sc-sheriff-s-office-violating-first"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Against the Berkeley County, S.C., Sheriff’s Office for Violating the First Amendment and Inmate’s Right to Practice His Religion</span>
</a>",2011-04-13
Press Release,"Departments of Justice and Education Reach Agreement with Owatonna, Minn., Public Schools to Resolve Harassment Allegations","https://www.justice.gov<a href=""/opa/pr/departments-justice-and-education-reach-agreement-owatonna-minn-public-schools-resolve"" rel=""bookmark"">
<span class=""field-formatter--string"">Departments of Justice and Education Reach Agreement with Owatonna, Minn., Public Schools to Resolve Harassment Allegations</span>
</a>",2011-04-12
Press Release,Justice Department Settles Allegations of Immigration-Related Employment Discrimination in Iowa Against LF Staffing Services Inc.,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-immigration-related-employment-discrimination-iowa"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of Immigration-Related Employment Discrimination in Iowa Against LF Staffing Services Inc.</span>
</a>",2011-04-08
Press Release,"Former Jena, La., Corrections Officer Pleads Guilty to Criminal Sexual Activity","https://www.justice.gov<a href=""/opa/pr/former-jena-la-corrections-officer-pleads-guilty-criminal-sexual-activity"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Jena, La., Corrections Officer Pleads Guilty to Criminal Sexual Activity</span>
</a>",2011-04-08
Press Release,Arkansas Men Charged with Federal Hate Crime Related to the Assault of Five Hispanic Men,"https://www.justice.gov<a href=""/opa/pr/arkansas-men-charged-federal-hate-crime-related-assault-five-hispanic-men"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Men Charged with Federal Hate Crime Related to the Assault of Five Hispanic Men</span>
</a>",2011-04-08
Press Release,Four Men and One Woman from Arkansas Indicted on Charges Stemming from the Firebombing of an Interracial Couple’s Home,"https://www.justice.gov<a href=""/opa/pr/four-men-and-one-woman-arkansas-indicted-charges-stemming-firebombing-interracial-couple-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Four Men and One Woman from Arkansas Indicted on Charges Stemming from the Firebombing of an Interracial Couple’s Home</span>
</a>",2011-04-07
Press Release,Justice Department Files Suit Against Woman for FACE Act Violations Against Kansas Physician,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-suit-against-woman-face-act-violations-against-kansas-physician"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Suit Against Woman for FACE Act Violations Against Kansas Physician</span>
</a>",2011-04-07
